; Sample Rate 5512.5
; Channels 1
0.0   0.0
2.2675736999999998e-05   0.30334472657499995
4.5351473999999997e-05   0.601806640625
6.8027211e-05   0.75
9.070294799999999e-05   0.75
0.00011337868   0.75
0.00013605441999999998   0.75
0.00015873016   0.75
0.0001814059   0.75
0.00020408163   0.75
0.00022675737000000002   0.75
0.00024943311   0.75
0.00027210883999999997   0.75
0.00029478458   0.75
0.00031746032   0.75
0.00034013605   0.75
0.00036281179   0.75
0.00038548752999999995   0.75
0.00040816327   0.75
0.000430839   0.75
0.00045351474000000005   0.75
0.00047619047999999996   0.75
0.00049886621   0.75
0.00052154195   0.75
0.00054421769   0.75
0.00056689342   0.67207336425
0.00058956916   0.4738616943249999
0.0006122448999999999   0.286026000975
0.00063492063   0.1127624511725
0.00065759637   -0.0431060791025
0.00068027211   -0.17929077148500003
0.0007029478500000001   -0.293426513675
0.00072562358   -0.384521484375
0.00074829932   -0.45127868652500003
0.0007709750599999999   -0.49362182617500006
0.00079365079   -0.5119323730500001
0.0008163265299999999   -0.5069732666
0.0008390022699999999   -0.48057556152500003
0.000861678   -0.43418884277500003
0.0008843537400000001   -0.37071228027500003
0.0009070294800000001   -0.29296875
0.00092970522   -0.203857421875
0.0009523809500000001   -0.10749816894499999
0.0009750566900000001   -0.006637573242250001
0.00099773243   0.094146728515
0.0010204082   0.191345214845
0.0010430839   0.281982421875
0.0010657596   0.36079406737499997
0.0010884354   0.42709350585
0.0011111111   0.4751586914
0.0011337868   0.504837036125
0.0011564626   0.5125427246
0.0011791383   0.49743652345
0.0012018141   0.45829772950000003
0.0012244897999999999   0.39482116700000003
0.0012471655000000001   0.30685424805
0.0012698413   0.19577026367250003
0.001292517   0.06240844726500001
0.0013151927   -0.0910949707025
0.0013378685   -0.26206970215000003
0.0013605442   -0.448150634775
0.00138322   -0.6452941894499999
0.0014058957000000001   -0.75
0.0014285714000000001   -0.75
0.0014512472   -0.75
0.0014739229   -0.75
0.0014965985999999998   -0.75
0.0015192744   -0.75
0.0015419501   -0.75
0.0015646259   -0.75
0.0015873016   -0.75
0.0016099773000000002   -0.75
0.0016326531   -0.75
0.0016553288   -0.75
0.0016780045   -0.75
0.0017006803   -0.75
0.001723356   -0.75
0.0017460317000000001   -0.75
0.0017687075   -0.75
0.0017913832   -0.75
0.001814059   -0.75
0.0018367347   -0.75
0.0018594104   -0.75
0.0018820862   -0.75
0.0019047619000000001   -0.640869140625
0.0019274376000000001   -0.34339904784999997
0.0019501134   -0.04035949707
0.0019727891   0.26329040527500003
0.0019954649   0.56243896485
0.0020181406   0.75
0.0020408163   0.75
0.0020634920999999997   0.75
0.0020861678   0.75
0.0021088435   0.75
0.0021315193   0.75
0.002154195   0.75
0.0021768707000000003   0.75
0.0021995465   0.75
0.0022222222   0.75
0.002244898   0.75
